Order ID,Order Date,City,Customer Type,Meal Type,Cuisine,Restaurant,Items Ordered,Order Amount,Delivery Fee,Total Amount,Delivery Time (min),Payment Method,Customer Rating
FD-00789,2025-06-05 08:01:00,Riyadh,Member,Breakfast,Saudi,Family Grill,8,127.72,6.29,128.1,40,E-Wallet,6.8
FD-00790,2025-11-02 12:12:00,Dammam,Member,Lunch,Healthy,Pasta House,1,18.24,14.01,34.62,29,Credit Card,8.5
FD-00791,2025-05-06 22:37:00,Dammam,Normal,Dinner,Healthy,Daily Dish,6,245.62,10.9,261.31,46,E-Wallet,7.6
FD-00792,2025-11-04 15:49:00,Khobar,Member,Lunch,Asian,Taste of Jeddah,1,19.79,8.57,16.96,37,E-Wallet,8.6
FD-00793,2025-01-12 12:55:00,Dammam,Normal,Lunch,Asian,Rice & Spice,5,238.04,7.28,242.42,26,Cash,10.0
FD-00794,2025-01-15 14:54:00,Makkah,Member,Lunch,Saudi,Rice & Spice,6,100.71,10.12,109.65,27,Credit Card,9.6
FD-00795,2025-11-10 17:28:00,Makkah,Normal,Snack,Asian,Burger Hub,1,23.71,9.0,29.55,31,Cash,9.8
FD-00796,2025-06-17 08:57:00,Khobar,Member,Breakfast,Italian,Najd Kitchen,3,106.46,4.13,100.58,40,Credit Card,7.8
FD-00797,2025-12-07 19:16:00,Riyadh,Normal,Dinner,Saudi,Burger Hub,3,72.89,14.87,90.26,36,Cash,8.9
FD-00798,2025-02-14 08:55:00,Makkah,Normal,Breakfast,Saudi,Pasta House,1,39.18,15.01,44.52,32,Credit Card,8.0
FD-00799,2025-04-14 12:04:00,Makkah,Member,Lunch,American,Rice & Spice,3,104.1,14.08,118.39,32,Credit Card,7.8
FD-00800,2025-03-15 07:55:00,Dammam,Member,Breakfast,Asian,Daily Dish,6,198.89,13.03,211.76,28,E-Wallet,7.9
FD-00801,2025-11-27 12:53:00,Khobar,Member,Lunch,Asian,Rice & Spice,7,244.56,12.2,256.67,16,Credit Card,9.9
FD-00802,2025-03-26 21:33:00,Dammam,Normal,Dinner,American,Rice & Spice,1,39.09,10.61,47.07,35,E-Wallet,8.0
FD-00803,2025-11-30 18:06:00,Riyadh,Member,Snack,Italian,Family Grill,5,159.96,14.07,171.69,56,E-Wallet,8.0
FD-00804,2025-05-24 18:35:00,Riyadh,Member,Snack,Italian,Urban Bites,3,40.13,7.02,49.15,31,Cash,9.0
FD-00805,2025-03-10 09:09:00,Dammam,Member,Breakfast,Asian,Pasta House,7,281.27,8.97,280.22,36,Cash,8.5
FD-00806,2025-01-31 20:14:00,Jeddah,Normal,Dinner,Healthy,Taste of Jeddah,4,66.71,11.17,75.0,42,Credit Card,8.9
FD-00807,2025-06-01 21:11:00,Dammam,Member,Dinner,Asian,Wok Express,7,334.26,13.19,336.64,35,Credit Card,6.7
FD-00808,2025-05-02 12:32:00,Riyadh,Member,Lunch,Healthy,Najd Kitchen,5,108.03,13.66,117.76,26,Credit Card,9.2
FD-00809,2025-09-28 16:55:00,Jeddah,Member,Snack,Asian,Najd Kitchen,1,28.75,13.59,39.2,47,Cash,8.4
FD-00810,2025-06-16 21:28:00,Riyadh,Normal,Dinner,Saudi,Wok Express,7,169.94,5.37,177.09,38,Credit Card,8.1
FD-00811,2025-12-18 22:54:00,Jeddah,Member,Dinner,Saudi,Wok Express,5,162.45,12.83,176.81,27,Cash,8.5
FD-00812,2025-02-07 20:44:00,Dammam,Normal,Dinner,Saudi,Pasta House,2,82.0,4.74,86.36,24,Credit Card,7.8
FD-00813,2025-09-30 14:09:00,Dammam,Member,Lunch,Saudi,Rice & Spice,1,42.91,6.54,47.03,26,E-Wallet,9.3
FD-00814,2025-09-20 15:38:00,Makkah,Member,Lunch,Italian,Wok Express,8,138.93,15.42,150.93,39,Cash,8.0
FD-00815,2025-09-14 13:48:00,Jeddah,Normal,Lunch,Asian,Family Grill,1,22.5,14.08,33.28,22,Credit Card,8.9
FD-00816,2025-08-26 10:16:00,Riyadh,Member,Breakfast,Healthy,Taste of Jeddah,5,122.42,4.97,127.33,47,Cash,7.6
FD-00817,2025-01-27 12:44:00,Khobar,Member,Lunch,American,Pasta House,3,145.08,9.91,159.47,35,Cash,8.5
FD-00818,2025-04-26 08:37:00,Makkah,Member,Breakfast,Healthy,Najd Kitchen,3,40.12,11.67,49.58,39,Credit Card,8.5
FD-00819,2025-05-07 22:39:00,Riyadh,Normal,Dinner,Saudi,Family Grill,4,175.01,5.47,178.79,22,Credit Card,7.6
FD-00820,2025-11-03 16:36:00,Jeddah,Member,Snack,Saudi,Daily Dish,2,37.28,4.19,42.98,40,E-Wallet,9.3
FD-00821,2025-10-04 22:33:00,Makkah,Member,Dinner,Healthy,Green Bowl,1,49.19,8.6,55.31,24,Cash,9.9
FD-00822,2025-02-15 20:39:00,Jeddah,Member,Dinner,Saudi,Taste of Jeddah,6,233.23,13.4,248.73,29,Cash,7.2
FD-00823,2025-01-02 08:27:00,Dammam,Member,Breakfast,Asian,Urban Bites,4,119.5,5.09,127.31,21,Cash,9.1
FD-00824,2025-12-13 20:15:00,Dammam,Member,Dinner,Saudi,Urban Bites,7,107.09,13.31,122.71,39,E-Wallet,9.0
FD-00825,2025-01-30 21:40:00,Dammam,Member,Dinner,Asian,Burger Hub,2,90.93,12.44,108.41,39,E-Wallet,8.9
FD-00826,2025-06-26 07:49:00,Makkah,Member,Breakfast,American,Rice & Spice,7,203.41,14.33,219.26,24,E-Wallet,9.0
FD-00827,2025-01-05 21:08:00,Dammam,Normal,Dinner,Saudi,Taste of Jeddah,3,88.26,10.35,101.12,38,E-Wallet,8.0
FD-00828,2025-07-12 13:39:00,Jeddah,Normal,Lunch,American,Najd Kitchen,5,285.34,4.18,289.2,27,Cash,7.2
FD-00829,2025-04-27 21:08:00,Dammam,Member,Dinner,Italian,Najd Kitchen,7,198.94,5.84,204.09,46,E-Wallet,7.9
FD-00830,2025-04-07 22:34:00,Riyadh,Member,Dinner,Healthy,Burger Hub,1,30.97,12.84,43.67,33,E-Wallet,8.8
FD-00831,2025-11-09 13:23:00,Riyadh,Member,Lunch,Italian,Rice & Spice,3,87.02,10.36,102.89,54,Credit Card,7.4
FD-00832,2025-11-01 14:06:00,Riyadh,Normal,Lunch,Saudi,Burger Hub,1,26.67,5.91,32.59,32,E-Wallet,8.6
FD-00833,2025-04-03 09:23:00,Jeddah,Normal,Breakfast,Healthy,Daily Dish,7,232.14,5.18,233.58,15,Credit Card,9.5
FD-00834,2025-05-13 14:54:00,Jeddah,Normal,Lunch,Asian,Rice & Spice,5,228.63,9.19,240.61,19,Cash,8.8
FD-00835,2025-11-30 14:01:00,Dammam,Member,Lunch,Healthy,Taste of Jeddah,3,100.95,5.18,104.45,38,Cash,8.6
FD-00836,2025-09-08 17:45:00,Riyadh,Member,Snack,Healthy,Daily Dish,2,35.73,9.2,40.21,54,Credit Card,8.2
FD-00837,2025-08-04 18:03:00,Khobar,Member,Dinner,Saudi,Wok Express,1,28.58,8.23,33.42,21,E-Wallet,10.0
FD-00838,2025-12-31 22:00:00,Riyadh,Member,Dinner,Asian,Rice & Spice,5,249.59,10.94,271.56,50,Cash,7.5
FD-00839,2025-03-10 09:30:00,Jeddah,Normal,Breakfast,Asian,Family Grill,6,94.6,10.06,99.62,42,Cash,8.5
FD-00840,2025-08-29 15:17:00,Khobar,Member,Lunch,Healthy,Taste of Jeddah,5,181.37,5.07,180.28,32,Credit Card,8.0
FD-00841,2025-11-13 22:16:00,Riyadh,Member,Dinner,Asian,Rice & Spice,8,412.68,7.26,419.79,39,Credit Card,7.4
FD-00842,2025-01-10 18:26:00,Makkah,Normal,Snack,Italian,Rice & Spice,3,84.85,5.16,90.01,41,Credit Card,9.2
FD-00843,2025-06-14 13:37:00,Jeddah,Member,Lunch,Italian,Urban Bites,6,185.87,13.19,201.79,22,Credit Card,8.9
FD-00844,2025-04-04 09:14:00,Riyadh,Member,Breakfast,Saudi,Burger Hub,5,181.03,14.39,192.92,29,Credit Card,7.6
FD-00845,2025-09-16 22:42:00,Riyadh,Normal,Dinner,Italian,Family Grill,5,103.95,9.48,119.79,26,E-Wallet,8.5
FD-00846,2025-03-02 16:05:00,Jeddah,Normal,Snack,Italian,Daily Dish,6,108.08,4.68,105.1,35,E-Wallet,8.2
FD-00847,2025-10-20 18:45:00,Khobar,Member,Snack,American,Taste of Jeddah,1,22.81,9.53,29.88,24,Cash,7.2
FD-00848,2025-12-17 17:14:00,Riyadh,Normal,Snack,Saudi,Daily Dish,3,80.35,7.78,89.28,29,Credit Card,9.3
FD-00849,2025-10-21 17:13:00,Makkah,Member,Snack,Italian,Taste of Jeddah,6,120.11,15.35,132.46,50,Credit Card,9.1
FD-00850,2025-08-06 18:17:00,Riyadh,Normal,Snack,Italian,Taste of Jeddah,4,160.02,7.86,173.71,32,E-Wallet,8.7
FD-00851,2025-03-07 15:30:00,Riyadh,Normal,Lunch,Healthy,Family Grill,7,121.18,9.76,132.11,46,Cash,8.3
FD-00852,2025-10-03 18:33:00,Riyadh,Normal,Snack,Asian,Urban Bites,6,171.82,4.78,178.72,40,Credit Card,8.7
FD-00853,2025-04-06 16:19:00,Riyadh,Member,Snack,Healthy,Wok Express,2,55.34,11.99,63.47,42,Credit Card,10.0
FD-00854,2025-07-26 14:49:00,Riyadh,Normal,Lunch,American,Rice & Spice,6,179.5,11.88,195.63,52,E-Wallet,8.1
FD-00855,2025-10-21 12:46:00,Riyadh,Member,Lunch,Healthy,Burger Hub,4,54.91,9.76,65.74,38,Credit Card,9.3
FD-00856,2025-09-07 12:06:00,Riyadh,Member,Lunch,American,Daily Dish,4,206.88,13.03,223.14,29,E-Wallet,9.2
FD-00857,2025-02-20 16:52:00,Dammam,Normal,Snack,Asian,Burger Hub,7,233.71,11.95,244.52,36,Credit Card,7.3
FD-00858,2025-02-10 07:29:00,Jeddah,Member,Breakfast,Italian,Green Bowl,7,137.71,6.33,148.95,15,E-Wallet,8.8
FD-00859,2025-04-02 22:55:00,Riyadh,Member,Dinner,Healthy,Rice & Spice,4,190.5,4.33,195.83,45,E-Wallet,8.8
FD-00860,2025-08-30 16:36:00,Makkah,Member,Snack,Asian,Najd Kitchen,3,65.05,10.77,85.21,42,E-Wallet,8.2
FD-00861,2025-03-12 08:15:00,Riyadh,Member,Breakfast,Healthy,Pasta House,3,51.29,5.18,50.74,44,E-Wallet,8.4
FD-00862,2025-10-20 09:33:00,Jeddah,Member,Breakfast,Saudi,Najd Kitchen,5,88.4,5.2,94.59,40,E-Wallet,9.0
FD-00863,2025-06-17 12:02:00,Riyadh,Member,Lunch,Asian,Green Bowl,4,183.88,4.12,195.71,17,E-Wallet,9.6
FD-00864,2025-09-22 08:03:00,Khobar,Normal,Breakfast,Italian,Daily Dish,7,321.86,13.99,341.17,37,Cash,7.9
FD-00865,2025-02-17 14:34:00,Makkah,Normal,Lunch,Italian,Rice & Spice,2,110.07,13.96,130.1,34,E-Wallet,9.2
FD-00866,2025-12-29 18:53:00,Jeddah,Member,Dinner,Italian,Wok Express,2,84.02,10.85,97.45,52,Cash,7.1
FD-00867,2025-03-21 20:14:00,Makkah,Normal,Dinner,American,Burger Hub,6,253.73,14.63,263.86,38,Credit Card,9.1
FD-00868,2025-11-07 09:53:00,Jeddah,Normal,Breakfast,Asian,Urban Bites,4,71.41,11.81,84.05,32,Credit Card,9.3
FD-00869,2025-02-05 08:44:00,Makkah,Member,Breakfast,Healthy,Rice & Spice,6,106.95,5.39,109.71,27,Cash,8.5
FD-00870,2025-10-25 12:19:00,Makkah,Normal,Lunch,Saudi,Rice & Spice,8,190.65,12.69,208.45,49,Cash,7.7
FD-00871,2025-10-16 12:30:00,Khobar,Normal,Lunch,American,Najd Kitchen,4,197.56,5.79,203.41,22,Cash,8.6
FD-00872,2025-08-31 13:52:00,Dammam,Member,Lunch,Healthy,Taste of Jeddah,2,44.19,8.6,50.06,24,E-Wallet,9.6
FD-00873,2025-01-02 17:15:00,Khobar,Normal,Snack,Saudi,Urban Bites,2,41.23,13.31,62.28,25,E-Wallet,9.3
FD-00874,2025-01-03 20:32:00,Makkah,Member,Dinner,Healthy,Pasta House,2,66.47,7.28,65.89,40,Cash,7.7
FD-00875,2025-01-30 20:32:00,Khobar,Member,Dinner,Asian,Najd Kitchen,2,83.25,3.69,86.84,42,E-Wallet,7.7
FD-00876,2025-02-07 08:53:00,Riyadh,Member,Breakfast,Saudi,Burger Hub,4,58.85,11.61,74.2,39,E-Wallet,9.4
FD-00877,2025-07-04 15:16:00,Riyadh,Member,Lunch,Healthy,Urban Bites,6,177.87,13.94,187.87,65,Credit Card,6.5
FD-00878,2025-08-11 16:38:00,Jeddah,Normal,Snack,Saudi,Rice & Spice,2,75.47,13.96,91.35,31,Cash,9.2
FD-00879,2025-01-28 21:58:00,Riyadh,Normal,Dinner,American,Rice & Spice,4,182.38,10.34,194.08,44,Credit Card,8.2
FD-00880,2025-09-18 12:10:00,Khobar,Member,Lunch,Saudi,Urban Bites,3,120.67,10.57,134.54,30,Credit Card,8.7
FD-00881,2025-02-09 22:11:00,Dammam,Member,Dinner,Saudi,Burger Hub,1,36.07,13.14,38.18,40,E-Wallet,7.5
FD-00882,2025-07-17 13:31:00,Jeddah,Member,Lunch,Saudi,Burger Hub,7,144.89,5.67,146.42,22,Cash,9.6
FD-00883,2025-02-09 12:55:00,Khobar,Normal,Lunch,Asian,Pasta House,4,122.82,9.51,137.59,33,Credit Card,8.2
FD-00884,2025-04-10 10:26:00,Makkah,Member,Breakfast,Asian,Najd Kitchen,4,118.62,4.71,119.13,22,Cash,9.3
FD-00885,2025-04-24 07:35:00,Jeddah,Member,Breakfast,Saudi,Family Grill,3,108.94,11.47,117.27,39,E-Wallet,8.1
FD-00886,2025-08-01 21:51:00,Dammam,Member,Dinner,American,Pasta House,3,62.68,4.84,68.82,39,E-Wallet,8.7
FD-00887,2025-03-23 15:34:00,Riyadh,Member,Lunch,Asian,Green Bowl,5,135.17,9.67,148.03,32,Cash,7.8
FD-00888,2025-11-15 13:01:00,Dammam,Normal,Lunch,Italian,Taste of Jeddah,6,171.2,12.68,190.55,25,Credit Card,7.8
FD-00889,2025-10-19 14:04:00,Dammam,Member,Lunch,Healthy,Daily Dish,4,70.79,7.32,83.09,44,Credit Card,8.0
FD-00890,2025-12-21 19:25:00,Jeddah,Normal,Dinner,American,Najd Kitchen,6,222.6,14.94,233.7,35,Credit Card,8.4
FD-00891,2025-06-07 18:43:00,Makkah,Normal,Dinner,Italian,Family Grill,3,101.06,12.79,113.7,41,Credit Card,8.5
FD-00892,2025-12-10 12:13:00,Dammam,Member,Lunch,Healthy,Urban Bites,5,73.7,7.19,71.97,31,Credit Card,9.6
FD-00893,2025-03-25 22:54:00,Jeddah,Member,Dinner,Italian,Green Bowl,5,108.03,10.02,123.13,34,Cash,8.9
FD-00894,2025-04-05 22:00:00,Khobar,Member,Dinner,American,Rice & Spice,1,48.3,8.77,56.48,40,Cash,7.9
FD-00895,2025-03-05 18:01:00,Khobar,Member,Snack,Saudi,Wok Express,8,154.14,6.3,164.1,25,Cash,8.6
FD-00896,2025-01-08 12:55:00,Dammam,Member,Lunch,Healthy,Urban Bites,1,27.79,6.4,31.05,34,E-Wallet,8.6
FD-00897,2025-05-10 16:02:00,Riyadh,Member,Snack,American,Urban Bites,4,60.29,5.31,70.64,51,Credit Card,8.2
FD-00898,2025-08-03 21:18:00,Makkah,Normal,Dinner,Asian,Wok Express,5,184.52,12.22,194.09,24,E-Wallet,9.3
FD-00899,2025-05-27 14:52:00,Makkah,Member,Lunch,Italian,Najd Kitchen,7,201.5,10.08,212.79,41,Cash,8.7
FD-00900,2025-11-27 18:59:00,Khobar,Member,Snack,Healthy,Najd Kitchen,2,34.07,10.0,51.28,43,Credit Card,8.4
FD-00901,2025-10-03 08:55:00,Jeddah,Normal,Breakfast,Asian,Najd Kitchen,6,88.4,12.88,95.27,37,E-Wallet,8.1
FD-00902,2025-09-24 19:30:00,Riyadh,Member,Dinner,Healthy,Taste of Jeddah,8,293.29,8.92,294.39,42,E-Wallet,8.1
FD-00903,2025-08-07 08:23:00,Riyadh,Member,Breakfast,Asian,Wok Express,2,63.05,8.29,79.74,30,Credit Card,8.8
FD-00904,2025-05-08 21:10:00,Dammam,Member,Dinner,Healthy,Rice & Spice,1,24.37,8.44,37.1,32,Cash,9.2
FD-00905,2025-07-20 14:31:00,Khobar,Normal,Lunch,Healthy,Green Bowl,1,25.31,9.29,36.16,31,Credit Card,9.2
FD-00906,2025-02-22 20:46:00,Dammam,Member,Dinner,Italian,Daily Dish,8,321.68,9.08,330.22,44,E-Wallet,9.6
FD-00907,2025-06-03 12:58:00,Makkah,Normal,Lunch,Healthy,Burger Hub,5,179.45,14.3,189.49,26,Cash,9.7
FD-00908,2025-07-25 15:32:00,Riyadh,Normal,Lunch,American,Taste of Jeddah,4,195.55,12.13,206.56,41,E-Wallet,8.0
FD-00909,2025-07-05 07:55:00,Jeddah,Member,Breakfast,American,Pasta House,8,176.93,7.69,187.1,66,E-Wallet,7.2
FD-00910,2025-02-12 18:34:00,Riyadh,Member,Dinner,Asian,Rice & Spice,8,414.59,13.55,427.38,38,E-Wallet,7.8
FD-00911,2025-08-06 09:39:00,Dammam,Member,Breakfast,American,Taste of Jeddah,7,231.68,11.32,240.09,37,Credit Card,7.9
FD-00912,2025-08-16 10:57:00,Khobar,Normal,Breakfast,Healthy,Taste of Jeddah,3,47.72,5.8,55.46,18,Credit Card,10.0
FD-00913,2025-08-27 12:21:00,Riyadh,Normal,Lunch,Healthy,Green Bowl,4,119.47,6.91,127.41,33,Credit Card,8.0
FD-00914,2025-12-21 18:26:00,Khobar,Normal,Snack,Saudi,Daily Dish,7,151.81,6.04,159.83,47,E-Wallet,7.8
FD-00915,2025-06-21 12:22:00,Riyadh,Member,Lunch,American,Taste of Jeddah,8,304.09,6.5,311.76,45,E-Wallet,8.5
FD-00916,2025-10-09 15:37:00,Jeddah,Normal,Lunch,Healthy,Urban Bites,8,317.19,6.46,326.82,34,Credit Card,9.6
FD-00917,2025-09-23 09:15:00,Khobar,Member,Breakfast,Italian,Najd Kitchen,1,41.36,11.52,57.12,42,Cash,7.7
FD-00918,2025-07-27 18:22:00,Jeddah,Member,Snack,American,Wok Express,7,197.69,4.56,205.92,29,E-Wallet,8.4
FD-00919,2025-07-18 17:38:00,Riyadh,Member,Snack,American,Burger Hub,5,95.33,4.47,103.9,54,E-Wallet,8.4
FD-00920,2025-12-09 20:39:00,Khobar,Member,Dinner,American,Wok Express,8,334.6,6.89,342.79,42,Cash,7.6
FD-00921,2025-02-25 14:29:00,Makkah,Member,Lunch,Italian,Family Grill,4,178.09,15.4,194.2,24,Credit Card,10.0
FD-00922,2025-09-17 14:30:00,Makkah,Member,Lunch,Asian,Family Grill,1,20.67,15.53,33.24,46,E-Wallet,7.0
FD-00923,2025-04-03 14:47:00,Riyadh,Member,Lunch,Italian,Taste of Jeddah,4,104.36,6.71,110.06,27,E-Wallet,9.7
FD-00924,2025-10-12 22:06:00,Jeddah,Member,Dinner,Healthy,Family Grill,6,239.26,7.55,248.73,19,E-Wallet,7.8
FD-00925,2025-03-25 17:12:00,Riyadh,Member,Snack,Asian,Family Grill,4,49.48,13.85,57.21,29,E-Wallet,9.5
FD-00926,2025-08-17 15:14:00,Riyadh,Normal,Lunch,Italian,Daily Dish,1,29.54,11.67,40.75,35,Cash,8.6
FD-00927,2025-04-24 17:44:00,Riyadh,Member,Snack,American,Urban Bites,8,309.48,14.04,322.64,51,Credit Card,7.8
FD-00928,2025-12-22 20:04:00,Dammam,Member,Dinner,Saudi,Burger Hub,2,37.3,4.58,43.35,25,E-Wallet,9.3
FD-00929,2025-07-05 16:29:00,Jeddah,Member,Snack,Healthy,Rice & Spice,6,202.71,14.22,218.66,22,E-Wallet,8.9
FD-00930,2025-01-01 08:10:00,Jeddah,Member,Breakfast,Italian,Urban Bites,5,184.67,10.89,189.79,43,E-Wallet,9.2
FD-00931,2025-02-01 12:31:00,Khobar,Member,Lunch,Asian,Najd Kitchen,2,52.05,10.28,58.42,39,Cash,6.6
FD-00932,2025-03-10 21:37:00,Riyadh,Member,Dinner,Saudi,Urban Bites,2,98.03,9.95,107.37,31,E-Wallet,9.6
FD-00933,2025-11-09 19:54:00,Khobar,Member,Dinner,American,Wok Express,5,218.57,10.48,225.93,50,Credit Card,8.2
FD-00934,2025-09-02 10:53:00,Dammam,Member,Breakfast,American,Wok Express,1,31.02,4.04,28.36,48,Cash,8.5
FD-00935,2025-01-15 10:35:00,Makkah,Normal,Breakfast,Asian,Family Grill,7,282.17,8.2,280.66,37,Credit Card,8.6
FD-00936,2025-12-09 08:13:00,Dammam,Normal,Breakfast,Asian,Wok Express,6,171.76,9.59,176.03,35,Credit Card,8.4
FD-00937,2025-07-28 12:46:00,Riyadh,Member,Lunch,Healthy,Taste of Jeddah,8,135.69,13.43,148.81,37,Cash,7.1
FD-00938,2025-10-03 09:50:00,Riyadh,Member,Breakfast,Healthy,Wok Express,1,11.45,5.65,20.96,35,Cash,8.9
FD-00939,2025-05-03 12:44:00,Makkah,Normal,Lunch,Asian,Najd Kitchen,4,95.03,7.36,102.89,33,Cash,7.9
FD-00940,2025-07-25 09:26:00,Khobar,Member,Breakfast,American,Daily Dish,5,171.63,3.56,167.86,34,Credit Card,8.7
FD-00941,2025-01-17 18:29:00,Dammam,Member,Dinner,Saudi,Green Bowl,2,95.69,12.2,102.95,24,Credit Card,8.8
FD-00942,2025-09-19 19:41:00,Riyadh,Normal,Dinner,Asian,Taste of Jeddah,8,297.31,10.56,309.62,43,Cash,7.3
FD-00943,2025-03-29 19:53:00,Riyadh,Member,Dinner,American,Wok Express,8,450.78,13.66,465.12,39,Credit Card,9.7
FD-00944,2025-05-30 20:26:00,Khobar,Member,Dinner,Saudi,Najd Kitchen,4,75.52,6.23,84.82,22,Credit Card,9.2
FD-00945,2025-04-25 08:53:00,Khobar,Member,Breakfast,Italian,Burger Hub,3,63.21,10.99,70.53,23,E-Wallet,9.4
FD-00946,2025-08-19 19:02:00,Jeddah,Normal,Dinner,Asian,Family Grill,8,287.56,7.25,297.64,42,E-Wallet,7.7
FD-00947,2025-05-09 20:54:00,Jeddah,Member,Dinner,American,Urban Bites,5,158.65,4.92,156.58,25,Credit Card,9.2
FD-00948,2025-08-07 18:20:00,Riyadh,Member,Dinner,American,Rice & Spice,6,214.26,4.7,219.74,39,Cash,7.9
FD-00949,2025-11-12 15:46:00,Khobar,Member,Lunch,Italian,Urban Bites,6,107.2,6.68,116.16,41,Credit Card,8.6
FD-00950,2025-02-08 18:56:00,Riyadh,Member,Dinner,Healthy,Najd Kitchen,3,93.67,5.38,99.24,44,Credit Card,8.3
FD-00951,2025-07-30 13:10:00,Riyadh,Normal,Lunch,Asian,Urban Bites,2,32.06,5.59,30.86,44,E-Wallet,8.8
FD-00952,2025-12-30 21:53:00,Makkah,Member,Dinner,American,Rice & Spice,4,165.16,15.4,184.65,45,E-Wallet,8.8
FD-00953,2025-01-28 21:51:00,Jeddah,Normal,Dinner,Saudi,Taste of Jeddah,1,29.37,12.2,37.69,41,E-Wallet,7.9
FD-00954,2025-12-09 08:28:00,Jeddah,Member,Breakfast,Saudi,Rice & Spice,1,31.47,11.58,39.21,38,Cash,8.0
FD-00955,2025-02-15 17:15:00,Riyadh,Member,Snack,Asian,Daily Dish,4,128.87,12.33,142.73,38,Credit Card,9.1
FD-00956,2025-09-28 17:42:00,Jeddah,Normal,Snack,American,Pasta House,5,216.6,14.01,240.07,26,E-Wallet,8.6
FD-00957,2025-08-16 18:23:00,Riyadh,Member,Snack,Asian,Wok Express,7,211.35,13.86,227.61,42,Cash,9.5
FD-00958,2025-01-07 12:15:00,Makkah,Member,Lunch,American,Wok Express,1,29.25,14.91,45.37,39,Credit Card,8.2
FD-00959,2025-07-21 21:39:00,Makkah,Member,Dinner,Italian,Pasta House,5,229.58,15.44,240.87,32,Credit Card,9.4
FD-00960,2025-05-09 14:37:00,Dammam,Normal,Lunch,Saudi,Burger Hub,5,209.61,5.54,217.95,46,E-Wallet,9.1
FD-00961,2025-12-28 08:06:00,Makkah,Member,Breakfast,American,Pasta House,5,210.81,6.71,220.17,44,Credit Card,7.8
FD-00962,2025-08-01 18:52:00,Jeddah,Member,Dinner,Saudi,Rice & Spice,4,132.89,11.86,140.9,39,Credit Card,9.1
FD-00963,2025-01-24 10:26:00,Khobar,Member,Breakfast,American,Rice & Spice,4,151.62,13.71,169.95,31,E-Wallet,9.9
FD-00964,2025-10-04 18:13:00,Dammam,Normal,Dinner,American,Pasta House,7,310.45,4.56,315.19,40,Credit Card,7.5
FD-00965,2025-04-01 12:44:00,Riyadh,Normal,Lunch,Asian,Taste of Jeddah,1,19.71,12.31,38.93,33,Credit Card,7.8
FD-00966,2025-03-02 22:16:00,Riyadh,Member,Dinner,Asian,Urban Bites,4,107.91,12.11,130.74,37,Credit Card,7.9
FD-00967,2025-12-22 13:10:00,Makkah,Member,Lunch,American,Pasta House,5,231.58,11.53,249.5,53,E-Wallet,7.3
FD-00968,2025-10-05 18:28:00,Dammam,Member,Dinner,Healthy,Burger Hub,8,195.77,8.66,199.87,50,Cash,7.8
FD-00969,2025-02-03 19:02:00,Riyadh,Member,Dinner,Italian,Burger Hub,5,164.11,7.55,168.36,41,Cash,8.5
FD-00970,2025-09-10 07:49:00,Khobar,Normal,Breakfast,American,Pasta House,3,70.19,5.8,76.48,41,E-Wallet,8.2
FD-00971,2025-12-18 14:27:00,Makkah,Normal,Lunch,Italian,Taste of Jeddah,7,260.52,4.81,262.67,36,Credit Card,8.1
FD-00972,2025-12-20 09:44:00,Dammam,Normal,Breakfast,Healthy,Najd Kitchen,6,235.48,12.24,243.01,36,E-Wallet,8.9
FD-00973,2025-02-13 12:56:00,Khobar,Member,Lunch,Asian,Taste of Jeddah,1,22.13,9.13,34.98,35,Cash,7.9
FD-00974,2025-07-21 18:59:00,Jeddah,Member,Snack,Asian,Urban Bites,2,71.16,6.13,72.43,30,Cash,9.0
FD-00975,2025-05-12 19:46:00,Khobar,Member,Dinner,Saudi,Family Grill,8,407.56,4.62,418.89,50,Credit Card,8.7
FD-00976,2025-07-13 12:59:00,Jeddah,Normal,Lunch,American,Green Bowl,6,125.41,14.87,143.99,35,E-Wallet,9.3
FD-00977,2025-01-31 19:18:00,Riyadh,Member,Dinner,Healthy,Najd Kitchen,4,163.53,13.39,174.59,42,E-Wallet,8.2
FD-00978,2025-04-12 15:28:00,Makkah,Normal,Lunch,American,Daily Dish,7,166.92,13.03,184.98,36,Credit Card,8.6
FD-00979,2025-07-08 07:59:00,Jeddah,Normal,Breakfast,Healthy,Najd Kitchen,2,82.41,4.21,77.77,35,Cash,8.6
FD-00980,2025-06-22 08:19:00,Dammam,Normal,Breakfast,Healthy,Green Bowl,8,126.8,9.49,140.14,28,Credit Card,8.6
FD-00981,2025-10-29 21:56:00,Riyadh,Member,Dinner,Saudi,Taste of Jeddah,7,142.13,14.17,159.75,29,Credit Card,8.5
FD-00982,2025-02-21 09:55:00,Riyadh,Normal,Breakfast,Asian,Daily Dish,1,40.68,4.34,41.06,39,E-Wallet,8.6
FD-00983,2025-03-07 13:16:00,Riyadh,Member,Lunch,Healthy,Rice & Spice,4,117.67,12.91,126.57,50,E-Wallet,7.7
FD-00984,2025-04-02 20:36:00,Khobar,Normal,Dinner,Italian,Family Grill,7,184.08,11.49,197.04,50,Cash,7.2
FD-00985,2025-03-13 14:08:00,Jeddah,Member,Lunch,Asian,Rice & Spice,6,299.24,5.0,306.47,34,Credit Card,8.0
FD-00986,2025-09-14 10:49:00,Makkah,Member,Breakfast,Saudi,Urban Bites,6,220.31,14.01,229.87,31,Credit Card,8.2
